source,device,session_date,total_sessions,sessions_with_visit,sessions_with_product_view,sessions_with_add_to_cart,sessions_with_checkout,sessions_with_purchase,visit_to_product_view_rate,product_view_to_cart_rate,cart_to_checkout_rate,checkout_to_purchase_rate,visit_to_purchase_rate
referral,desktop,2024-01-23,20,20.0,15.0,6.0,2.0,1.0,0.75,0.4,0.3333,0.5,0.05
referral,mobile,2024-01-23,38,38.0,31.0,9.0,4.0,4.0,0.8158,0.2903,0.4444,1.0,0.1053
referral,tablet,2024-01-23,1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,,0.0
email,desktop,2024-01-22,21,21.0,16.0,5.0,1.0,1.0,0.7619,0.3125,0.2,1.0,0.0476
email,mobile,2024-01-22,48,48.0,40.0,11.0,3.0,3.0,0.8333,0.275,0.2727,1.0,0.0625
email,tablet,2024-01-22,4,4.0,3.0,1.0,0.0,0.0,0.75,0.3333,0.0,,0.0
organic,desktop,2024-01-22,89,89.0,72.0,19.0,15.0,15.0,0.809,0.2639,0.7895,1.0,0.1685
organic,mobile,2024-01-22,206,206.0,154.0,45.0,25.0,24.0,0.7476,0.2922,0.5556,0.96,0.1165
organic,tablet,2024-01-22,17,17.0,16.0,5.0,1.0,1.0,0.9412,0.3125,0.2,1.0,0.0588
paid,desktop,2024-01-22,71,71.0,53.0,17.0,12.0,11.0,0.7465,0.3208,0.7059,0.9167,0.1549
paid,mobile,2024-01-22,132,132.0,115.0,39.0,19.0,18.0,0.8712,0.3391,0.4872,0.9474,0.1364
paid,tablet,2024-01-22,16,16.0,13.0,3.0,1.0,1.0,0.8125,0.2308,0.3333,1.0,0.0625
referral,desktop,2024-01-22,16,16.0,14.0,4.0,1.0,1.0,0.875,0.2857,0.25,1.0,0.0625
referral,mobile,2024-01-22,38,38.0,21.0,7.0,3.0,3.0,0.5526,0.3333,0.4286,1.0,0.0789
referral,tablet,2024-01-22,4,4.0,2.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.25
email,desktop,2024-01-21,17,17.0,14.0,7.0,3.0,3.0,0.8235,0.5,0.4286,1.0,0.1765
email,mobile,2024-01-21,54,54.0,45.0,16.0,9.0,8.0,0.8333,0.3556,0.5625,0.8889,0.1481
email,tablet,2024-01-21,1,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0
organic,desktop,2024-01-21,112,112.0,84.0,23.0,13.0,11.0,0.75,0.2738,0.5652,0.8462,0.0982
organic,mobile,2024-01-21,193,193.0,154.0,49.0,23.0,21.0,0.7979,0.3182,0.4694,0.913,0.1088
organic,tablet,2024-01-21,17,17.0,13.0,2.0,0.0,0.0,0.7647,0.1538,0.0,,0.0
paid,desktop,2024-01-21,74,74.0,61.0,22.0,15.0,13.0,0.8243,0.3607,0.6818,0.8667,0.1757
paid,mobile,2024-01-21,157,157.0,117.0,32.0,11.0,11.0,0.7452,0.2735,0.3438,1.0,0.0701
paid,tablet,2024-01-21,12,12.0,11.0,3.0,1.0,1.0,0.9167,0.2727,0.3333,1.0,0.0833
referral,desktop,2024-01-21,14,14.0,11.0,1.0,1.0,1.0,0.7857,0.0909,1.0,1.0,0.0714
referral,mobile,2024-01-21,36,36.0,29.0,10.0,6.0,5.0,0.8056,0.3448,0.6,0.8333,0.1389
referral,tablet,2024-01-21,2,2.0,1.0,0.0,0.0,0.0,0.5,0.0,,,0.0
email,desktop,2024-01-20,20,20.0,16.0,4.0,1.0,1.0,0.8,0.25,0.25,1.0,0.05
email,mobile,2024-01-20,53,53.0,41.0,13.0,5.0,4.0,0.7736,0.3171,0.3846,0.8,0.0755
email,tablet,2024-01-20,2,2.0,2.0,0.0,0.0,0.0,1.0,0.0,,,0.0
organic,desktop,2024-01-20,85,85.0,66.0,19.0,9.0,7.0,0.7765,0.2879,0.4737,0.7778,0.0824
organic,mobile,2024-01-20,202,202.0,156.0,50.0,27.0,24.0,0.7723,0.3205,0.54,0.8889,0.1188
organic,tablet,2024-01-20,24,24.0,20.0,8.0,2.0,2.0,0.8333,0.4,0.25,1.0,0.0833
paid,desktop,2024-01-20,74,74.0,62.0,19.0,9.0,7.0,0.8378,0.3065,0.4737,0.7778,0.0946
paid,mobile,2024-01-20,149,149.0,126.0,42.0,18.0,18.0,0.8456,0.3333,0.4286,1.0,0.1208
paid,tablet,2024-01-20,7,7.0,5.0,0.0,0.0,0.0,0.7143,0.0,,,0.0
referral,desktop,2024-01-20,18,18.0,16.0,5.0,4.0,4.0,0.8889,0.3125,0.8,1.0,0.2222
referral,mobile,2024-01-20,34,34.0,27.0,9.0,5.0,5.0,0.7941,0.3333,0.5556,1.0,0.1471
referral,tablet,2024-01-20,2,2.0,2.0,0.0,0.0,0.0,1.0,0.0,,,0.0
email,desktop,2024-01-19,33,33.0,27.0,9.0,5.0,3.0,0.8182,0.3333,0.5556,0.6,0.0909
email,mobile,2024-01-19,58,58.0,44.0,12.0,8.0,8.0,0.7586,0.2727,0.6667,1.0,0.1379
email,tablet,2024-01-19,3,3.0,1.0,0.0,0.0,0.0,0.3333,0.0,,,0.0
organic,desktop,2024-01-19,88,88.0,70.0,21.0,12.0,11.0,0.7955,0.3,0.5714,0.9167,0.125
organic,mobile,2024-01-19,217,217.0,174.0,51.0,31.0,27.0,0.8018,0.2931,0.6078,0.871,0.1244
organic,tablet,2024-01-19,11,11.0,9.0,2.0,2.0,2.0,0.8182,0.2222,1.0,1.0,0.1818
paid,desktop,2024-01-19,78,78.0,68.0,18.0,7.0,6.0,0.8718,0.2647,0.3889,0.8571,0.0769
paid,mobile,2024-01-19,141,141.0,106.0,33.0,16.0,15.0,0.7518,0.3113,0.4848,0.9375,0.1064
paid,tablet,2024-01-19,14,14.0,12.0,4.0,1.0,1.0,0.8571,0.3333,0.25,1.0,0.0714
referral,desktop,2024-01-19,13,13.0,12.0,5.0,3.0,2.0,0.9231,0.4167,0.6,0.6667,0.1538
referral,mobile,2024-01-19,38,38.0,28.0,9.0,3.0,3.0,0.7368,0.3214,0.3333,1.0,0.0789
referral,tablet,2024-01-19,5,5.0,4.0,1.0,0.0,0.0,0.8,0.25,0.0,,0.0
email,desktop,2024-01-18,25,25.0,23.0,11.0,5.0,3.0,0.92,0.4783,0.4545,0.6,0.12
email,mobile,2024-01-18,45,45.0,39.0,11.0,3.0,3.0,0.8667,0.2821,0.2727,1.0,0.0667
email,tablet,2024-01-18,6,6.0,5.0,0.0,0.0,0.0,0.8333,0.0,,,0.0
organic,desktop,2024-01-18,81,81.0,66.0,26.0,13.0,12.0,0.8148,0.3939,0.5,0.9231,0.1481
organic,mobile,2024-01-18,219,219.0,179.0,45.0,23.0,20.0,0.8174,0.2514,0.5111,0.8696,0.0913
organic,tablet,2024-01-18,20,20.0,16.0,3.0,1.0,1.0,0.8,0.1875,0.3333,1.0,0.05
paid,desktop,2024-01-18,63,63.0,53.0,15.0,6.0,5.0,0.8413,0.283,0.4,0.8333,0.0794
paid,mobile,2024-01-18,152,152.0,123.0,44.0,17.0,16.0,0.8092,0.3577,0.3864,0.9412,0.1053
paid,tablet,2024-01-18,16,16.0,15.0,6.0,3.0,3.0,0.9375,0.4,0.5,1.0,0.1875
referral,desktop,2024-01-18,15,15.0,15.0,2.0,1.0,1.0,1.0,0.1333,0.5,1.0,0.0667
referral,mobile,2024-01-18,30,30.0,27.0,5.0,4.0,4.0,0.9,0.1852,0.8,1.0,0.1333
referral,tablet,2024-01-18,3,3.0,3.0,1.0,1.0,1.0,1.0,0.3333,1.0,1.0,0.3333
email,desktop,2024-01-17,26,26.0,21.0,5.0,3.0,2.0,0.8077,0.2381,0.6,0.6667,0.0769
email,mobile,2024-01-17,52,52.0,45.0,17.0,9.0,9.0,0.8654,0.3778,0.5294,1.0,0.1731
email,tablet,2024-01-17,3,3.0,2.0,1.0,1.0,1.0,0.6667,0.5,1.0,1.0,0.3333
organic,desktop,2024-01-17,86,86.0,73.0,25.0,16.0,16.0,0.8488,0.3425,0.64,1.0,0.186
organic,mobile,2024-01-17,202,202.0,163.0,49.0,17.0,16.0,0.8069,0.3006,0.3469,0.9412,0.0792
organic,tablet,2024-01-17,20,20.0,17.0,9.0,6.0,5.0,0.85,0.5294,0.6667,0.8333,0.25
paid,desktop,2024-01-17,70,70.0,48.0,11.0,6.0,6.0,0.6857,0.2292,0.5455,1.0,0.0857
paid,mobile,2024-01-17,181,181.0,151.0,43.0,22.0,20.0,0.8343,0.2848,0.5116,0.9091,0.1105
paid,tablet,2024-01-17,11,11.0,6.0,4.0,2.0,2.0,0.5455,0.6667,0.5,1.0,0.1818
referral,desktop,2024-01-17,16,16.0,14.0,6.0,0.0,0.0,0.875,0.4286,0.0,,0.0
referral,mobile,2024-01-17,36,36.0,26.0,10.0,5.0,4.0,0.7222,0.3846,0.5,0.8,0.1111
referral,tablet,2024-01-17,4,4.0,3.0,2.0,0.0,0.0,0.75,0.6667,0.0,,0.0
email,desktop,2024-01-16,13,13.0,10.0,3.0,3.0,3.0,0.7692,0.3,1.0,1.0,0.2308
email,mobile,2024-01-16,39,39.0,31.0,9.0,6.0,6.0,0.7949,0.2903,0.6667,1.0,0.1538
email,tablet,2024-01-16,3,3.0,2.0,1.0,1.0,1.0,0.6667,0.5,1.0,1.0,0.3333
organic,desktop,2024-01-16,92,92.0,73.0,17.0,8.0,7.0,0.7935,0.2329,0.4706,0.875,0.0761
organic,mobile,2024-01-16,184,184.0,139.0,45.0,25.0,22.0,0.7554,0.3237,0.5556,0.88,0.1196
organic,tablet,2024-01-16,18,18.0,15.0,7.0,3.0,3.0,0.8333,0.4667,0.4286,1.0,0.1667
paid,desktop,2024-01-16,78,78.0,61.0,16.0,9.0,9.0,0.7821,0.2623,0.5625,1.0,0.1154
paid,mobile,2024-01-16,185,185.0,154.0,40.0,17.0,17.0,0.8324,0.2597,0.425,1.0,0.0919
paid,tablet,2024-01-16,16,16.0,12.0,3.0,1.0,1.0,0.75,0.25,0.3333,1.0,0.0625
referral,desktop,2024-01-16,18,18.0,15.0,7.0,3.0,3.0,0.8333,0.4667,0.4286,1.0,0.1667
referral,mobile,2024-01-16,40,40.0,32.0,9.0,2.0,2.0,0.8,0.2813,0.2222,1.0,0.05
referral,tablet,2024-01-16,4,4.0,4.0,3.0,3.0,3.0,1.0,0.75,1.0,1.0,0.75
email,desktop,2024-01-15,22,22.0,19.0,4.0,2.0,2.0,0.8636,0.2105,0.5,1.0,0.0909
email,mobile,2024-01-15,52,52.0,42.0,14.0,9.0,8.0,0.8077,0.3333,0.6429,0.8889,0.1538
organic,desktop,2024-01-15,91,91.0,69.0,19.0,13.0,12.0,0.7582,0.2754,0.6842,0.9231,0.1319
organic,mobile,2024-01-15,230,230.0,178.0,44.0,19.0,17.0,0.7739,0.2472,0.4318,0.8947,0.0739
organic,tablet,2024-01-15,13,13.0,11.0,3.0,0.0,0.0,0.8462,0.2727,0.0,,0.0
paid,desktop,2024-01-15,71,71.0,52.0,17.0,6.0,6.0,0.7324,0.3269,0.3529,1.0,0.0845
paid,mobile,2024-01-15,148,148.0,132.0,38.0,15.0,15.0,0.8919,0.2879,0.3947,1.0,0.1014
paid,tablet,2024-01-15,17,17.0,14.0,3.0,2.0,1.0,0.8235,0.2143,0.6667,0.5,0.0588
referral,desktop,2024-01-15,20,20.0,19.0,7.0,6.0,6.0,0.95,0.3684,0.8571,1.0,0.3
referral,mobile,2024-01-15,44,44.0,36.0,8.0,4.0,4.0,0.8182,0.2222,0.5,1.0,0.0909
referral,tablet,2024-01-15,2,2.0,2.0,0.0,0.0,0.0,1.0,0.0,,,0.0
email,desktop,2024-01-14,26,26.0,18.0,4.0,1.0,1.0,0.6923,0.2222,0.25,1.0,0.0385
email,mobile,2024-01-14,53,53.0,36.0,10.0,5.0,5.0,0.6792,0.2778,0.5,1.0,0.0943
email,tablet,2024-01-14,3,3.0,3.0,1.0,0.0,0.0,1.0,0.3333,0.0,,0.0
organic,desktop,2024-01-14,85,85.0,76.0,22.0,12.0,12.0,0.8941,0.2895,0.5455,1.0,0.1412
organic,mobile,2024-01-14,209,209.0,164.0,53.0,24.0,20.0,0.7847,0.3232,0.4528,0.8333,0.0957
organic,tablet,2024-01-14,18,18.0,17.0,4.0,2.0,2.0,0.9444,0.2353,0.5,1.0,0.1111
paid,desktop,2024-01-14,78,78.0,61.0,22.0,12.0,12.0,0.7821,0.3607,0.5455,1.0,0.1538
paid,mobile,2024-01-14,162,162.0,137.0,35.0,21.0,19.0,0.8457,0.2555,0.6,0.9048,0.1173
paid,tablet,2024-01-14,11,11.0,10.0,2.0,1.0,1.0,0.9091,0.2,0.5,1.0,0.0909
referral,desktop,2024-01-14,22,22.0,17.0,1.0,0.0,0.0,0.7727,0.0588,0.0,,0.0
referral,mobile,2024-01-14,28,28.0,24.0,4.0,3.0,3.0,0.8571,0.1667,0.75,1.0,0.1071
referral,tablet,2024-01-14,3,3.0,3.0,0.0,0.0,0.0,1.0,0.0,,,0.0
email,desktop,2024-01-13,22,22.0,15.0,4.0,2.0,2.0,0.6818,0.2667,0.5,1.0,0.0909
email,mobile,2024-01-13,58,58.0,46.0,15.0,5.0,5.0,0.7931,0.3261,0.3333,1.0,0.0862
email,tablet,2024-01-13,4,4.0,2.0,2.0,0.0,0.0,0.5,1.0,0.0,,0.0
organic,desktop,2024-01-13,88,88.0,71.0,17.0,8.0,7.0,0.8068,0.2394,0.4706,0.875,0.0795
organic,mobile,2024-01-13,187,187.0,146.0,44.0,21.0,18.0,0.7807,0.3014,0.4773,0.8571,0.0963
organic,tablet,2024-01-13,14,14.0,9.0,1.0,0.0,0.0,0.6429,0.1111,0.0,,0.0
paid,desktop,2024-01-13,76,76.0,60.0,14.0,7.0,5.0,0.7895,0.2333,0.5,0.7143,0.0658
paid,mobile,2024-01-13,160,160.0,137.0,34.0,13.0,10.0,0.8563,0.2482,0.3824,0.7692,0.0625
paid,tablet,2024-01-13,9,9.0,8.0,4.0,2.0,2.0,0.8889,0.5,0.5,1.0,0.2222
referral,desktop,2024-01-13,16,16.0,11.0,6.0,4.0,4.0,0.6875,0.5455,0.6667,1.0,0.25
referral,mobile,2024-01-13,30,30.0,20.0,3.0,2.0,2.0,0.6667,0.15,0.6667,1.0,0.0667
referral,tablet,2024-01-13,5,5.0,5.0,2.0,1.0,1.0,1.0,0.4,0.5,1.0,0.2
email,desktop,2024-01-12,17,17.0,13.0,6.0,0.0,0.0,0.7647,0.4615,0.0,,0.0
email,mobile,2024-01-12,56,56.0,46.0,11.0,9.0,8.0,0.8214,0.2391,0.8182,0.8889,0.1429
email,tablet,2024-01-12,3,3.0,3.0,0.0,0.0,0.0,1.0,0.0,,,0.0
organic,desktop,2024-01-12,92,92.0,79.0,23.0,14.0,11.0,0.8587,0.2911,0.6087,0.7857,0.1196
organic,mobile,2024-01-12,199,199.0,172.0,47.0,17.0,13.0,0.8643,0.2733,0.3617,0.7647,0.0653
organic,tablet,2024-01-12,17,17.0,13.0,1.0,1.0,1.0,0.7647,0.0769,1.0,1.0,0.0588
paid,desktop,2024-01-12,68,68.0,59.0,23.0,14.0,11.0,0.8676,0.3898,0.6087,0.7857,0.1618
paid,mobile,2024-01-12,180,180.0,145.0,41.0,14.0,14.0,0.8056,0.2828,0.3415,1.0,0.0778
paid,tablet,2024-01-12,17,17.0,15.0,6.0,2.0,2.0,0.8824,0.4,0.3333,1.0,0.1176
referral,desktop,2024-01-12,19,19.0,14.0,6.0,3.0,2.0,0.7368,0.4286,0.5,0.6667,0.1053
referral,mobile,2024-01-12,43,43.0,35.0,8.0,4.0,3.0,0.814,0.2286,0.5,0.75,0.0698
referral,tablet,2024-01-12,5,5.0,5.0,2.0,2.0,2.0,1.0,0.4,1.0,1.0,0.4
email,desktop,2024-01-11,20,20.0,17.0,5.0,4.0,1.0,0.85,0.2941,0.8,0.25,0.05
email,mobile,2024-01-11,44,44.0,35.0,10.0,4.0,4.0,0.7955,0.2857,0.4,1.0,0.0909
email,tablet,2024-01-11,3,3.0,3.0,0.0,0.0,0.0,1.0,0.0,,,0.0
organic,desktop,2024-01-11,89,89.0,73.0,22.0,15.0,15.0,0.8202,0.3014,0.6818,1.0,0.1685
organic,mobile,2024-01-11,210,210.0,162.0,53.0,21.0,18.0,0.7714,0.3272,0.3962,0.8571,0.0857
organic,tablet,2024-01-11,17,17.0,16.0,4.0,0.0,0.0,0.9412,0.25,0.0,,0.0
paid,desktop,2024-01-11,83,83.0,74.0,23.0,14.0,12.0,0.8916,0.3108,0.6087,0.8571,0.1446
paid,mobile,2024-01-11,155,155.0,125.0,43.0,23.0,20.0,0.8065,0.344,0.5349,0.8696,0.129
paid,tablet,2024-01-11,14,14.0,13.0,2.0,0.0,0.0,0.9286,0.1538,0.0,,0.0
referral,desktop,2024-01-11,18,18.0,15.0,3.0,2.0,1.0,0.8333,0.2,0.6667,0.5,0.0556
referral,mobile,2024-01-11,35,35.0,26.0,10.0,5.0,5.0,0.7429,0.3846,0.5,1.0,0.1429
email,desktop,2024-01-10,21,21.0,13.0,7.0,3.0,2.0,0.619,0.5385,0.4286,0.6667,0.0952
email,mobile,2024-01-10,50,50.0,37.0,14.0,6.0,4.0,0.74,0.3784,0.4286,0.6667,0.08
email,tablet,2024-01-10,3,3.0,2.0,0.0,0.0,0.0,0.6667,0.0,,,0.0
organic,desktop,2024-01-10,115,115.0,98.0,24.0,16.0,13.0,0.8522,0.2449,0.6667,0.8125,0.113
organic,mobile,2024-01-10,191,191.0,155.0,55.0,29.0,26.0,0.8115,0.3548,0.5273,0.8966,0.1361
organic,tablet,2024-01-10,23,23.0,17.0,4.0,1.0,1.0,0.7391,0.2353,0.25,1.0,0.0435
paid,desktop,2024-01-10,72,72.0,57.0,13.0,8.0,7.0,0.7917,0.2281,0.6154,0.875,0.0972
paid,mobile,2024-01-10,181,181.0,144.0,51.0,25.0,24.0,0.7956,0.3542,0.4902,0.96,0.1326
paid,tablet,2024-01-10,8,8.0,8.0,4.0,1.0,1.0,1.0,0.5,0.25,1.0,0.125
referral,desktop,2024-01-10,20,20.0,17.0,2.0,2.0,2.0,0.85,0.1176,1.0,1.0,0.1
referral,mobile,2024-01-10,42,42.0,41.0,11.0,5.0,4.0,0.9762,0.2683,0.4545,0.8,0.0952
referral,tablet,2024-01-10,3,3.0,3.0,0.0,0.0,0.0,1.0,0.0,,,0.0
email,desktop,2024-01-09,27,27.0,22.0,9.0,5.0,4.0,0.8148,0.4091,0.5556,0.8,0.1481
email,mobile,2024-01-09,52,52.0,43.0,15.0,10.0,9.0,0.8269,0.3488,0.6667,0.9,0.1731
email,tablet,2024-01-09,2,2.0,2.0,0.0,0.0,0.0,1.0,0.0,,,0.0
organic,desktop,2024-01-09,102,102.0,77.0,25.0,10.0,8.0,0.7549,0.3247,0.4,0.8,0.0784
organic,mobile,2024-01-09,213,213.0,173.0,57.0,21.0,19.0,0.8122,0.3295,0.3684,0.9048,0.0892
organic,tablet,2024-01-09,26,26.0,18.0,2.0,1.0,1.0,0.6923,0.1111,0.5,1.0,0.0385
paid,desktop,2024-01-09,58,58.0,47.0,14.0,6.0,5.0,0.8103,0.2979,0.4286,0.8333,0.0862
paid,mobile,2024-01-09,177,177.0,141.0,41.0,15.0,14.0,0.7966,0.2908,0.3659,0.9333,0.0791
paid,tablet,2024-01-09,15,15.0,10.0,2.0,1.0,1.0,0.6667,0.2,0.5,1.0,0.0667
referral,desktop,2024-01-09,14,14.0,14.0,5.0,3.0,3.0,1.0,0.3571,0.6,1.0,0.2143
referral,mobile,2024-01-09,46,46.0,35.0,10.0,3.0,2.0,0.7609,0.2857,0.3,0.6667,0.0435
referral,tablet,2024-01-09,2,2.0,1.0,0.0,0.0,0.0,0.5,0.0,,,0.0
email,desktop,2024-01-08,26,26.0,21.0,4.0,2.0,1.0,0.8077,0.1905,0.5,0.5,0.0385
email,mobile,2024-01-08,51,51.0,35.0,13.0,6.0,6.0,0.6863,0.3714,0.4615,1.0,0.1176
email,tablet,2024-01-08,2,2.0,2.0,1.0,0.0,0.0,1.0,0.5,0.0,,0.0
organic,desktop,2024-01-08,78,78.0,61.0,19.0,11.0,10.0,0.7821,0.3115,0.5789,0.9091,0.1282
organic,mobile,2024-01-08,221,221.0,176.0,48.0,25.0,22.0,0.7964,0.2727,0.5208,0.88,0.0995
organic,tablet,2024-01-08,22,22.0,21.0,3.0,2.0,2.0,0.9545,0.1429,0.6667,1.0,0.0909
paid,desktop,2024-01-08,85,85.0,69.0,20.0,11.0,9.0,0.8118,0.2899,0.55,0.8182,0.1059
paid,mobile,2024-01-08,155,155.0,130.0,38.0,20.0,19.0,0.8387,0.2923,0.5263,0.95,0.1226
paid,tablet,2024-01-08,14,14.0,8.0,0.0,0.0,0.0,0.5714,0.0,,,0.0
referral,desktop,2024-01-08,26,26.0,23.0,8.0,6.0,6.0,0.8846,0.3478,0.75,1.0,0.2308
referral,mobile,2024-01-08,33,33.0,26.0,10.0,5.0,5.0,0.7879,0.3846,0.5,1.0,0.1515
referral,tablet,2024-01-08,2,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5
email,desktop,2024-01-07,24,24.0,20.0,4.0,4.0,4.0,0.8333,0.2,1.0,1.0,0.1667
email,mobile,2024-01-07,50,50.0,38.0,11.0,5.0,5.0,0.76,0.2895,0.4545,1.0,0.1
email,tablet,2024-01-07,2,2.0,2.0,0.0,0.0,0.0,1.0,0.0,,,0.0
organic,desktop,2024-01-07,105,105.0,77.0,24.0,8.0,8.0,0.7333,0.3117,0.3333,1.0,0.0762
organic,mobile,2024-01-07,223,223.0,177.0,54.0,29.0,26.0,0.7937,0.3051,0.537,0.8966,0.1166
organic,tablet,2024-01-07,16,16.0,12.0,4.0,1.0,1.0,0.75,0.3333,0.25,1.0,0.0625
paid,desktop,2024-01-07,64,64.0,49.0,12.0,7.0,7.0,0.7656,0.2449,0.5833,1.0,0.1094
paid,mobile,2024-01-07,156,156.0,131.0,45.0,20.0,16.0,0.8397,0.3435,0.4444,0.8,0.1026
paid,tablet,2024-01-07,12,12.0,11.0,3.0,1.0,1.0,0.9167,0.2727,0.3333,1.0,0.0833
referral,desktop,2024-01-07,18,18.0,13.0,4.0,0.0,0.0,0.7222,0.3077,0.0,,0.0
referral,mobile,2024-01-07,40,40.0,36.0,9.0,5.0,3.0,0.9,0.25,0.5556,0.6,0.075
referral,tablet,2024-01-07,2,2.0,1.0,0.0,0.0,0.0,0.5,0.0,,,0.0
email,desktop,2024-01-06,21,21.0,15.0,5.0,0.0,0.0,0.7143,0.3333,0.0,,0.0
email,mobile,2024-01-06,50,50.0,39.0,14.0,7.0,6.0,0.78,0.359,0.5,0.8571,0.12
email,tablet,2024-01-06,6,6.0,5.0,1.0,0.0,0.0,0.8333,0.2,0.0,,0.0
organic,desktop,2024-01-06,84,84.0,57.0,18.0,7.0,7.0,0.6786,0.3158,0.3889,1.0,0.0833
organic,mobile,2024-01-06,251,251.0,203.0,57.0,30.0,29.0,0.8088,0.2808,0.5263,0.9667,0.1155
organic,tablet,2024-01-06,17,17.0,13.0,0.0,0.0,0.0,0.7647,0.0,,,0.0
paid,desktop,2024-01-06,63,63.0,55.0,20.0,11.0,10.0,0.873,0.3636,0.55,0.9091,0.1587
paid,mobile,2024-01-06,173,173.0,136.0,42.0,14.0,14.0,0.7861,0.3088,0.3333,1.0,0.0809
paid,tablet,2024-01-06,10,10.0,10.0,3.0,2.0,2.0,1.0,0.3,0.6667,1.0,0.2
referral,desktop,2024-01-06,19,19.0,14.0,5.0,3.0,3.0,0.7368,0.3571,0.6,1.0,0.1579
referral,mobile,2024-01-06,38,38.0,35.0,10.0,4.0,2.0,0.9211,0.2857,0.4,0.5,0.0526
referral,tablet,2024-01-06,2,2.0,2.0,0.0,0.0,0.0,1.0,0.0,,,0.0
email,desktop,2024-01-05,22,22.0,14.0,4.0,2.0,2.0,0.6364,0.2857,0.5,1.0,0.0909
email,mobile,2024-01-05,70,70.0,62.0,15.0,9.0,9.0,0.8857,0.2419,0.6,1.0,0.1286
email,tablet,2024-01-05,3,3.0,2.0,0.0,0.0,0.0,0.6667,0.0,,,0.0
organic,desktop,2024-01-05,93,93.0,73.0,29.0,13.0,11.0,0.7849,0.3973,0.4483,0.8462,0.1183
organic,mobile,2024-01-05,210,210.0,170.0,55.0,28.0,25.0,0.8095,0.3235,0.5091,0.8929,0.119
organic,tablet,2024-01-05,21,21.0,19.0,4.0,3.0,3.0,0.9048,0.2105,0.75,1.0,0.1429
paid,desktop,2024-01-05,98,98.0,77.0,23.0,14.0,13.0,0.7857,0.2987,0.6087,0.9286,0.1327
paid,mobile,2024-01-05,167,167.0,135.0,41.0,20.0,17.0,0.8084,0.3037,0.4878,0.85,0.1018
paid,tablet,2024-01-05,14,14.0,13.0,2.0,2.0,2.0,0.9286,0.1538,1.0,1.0,0.1429
referral,desktop,2024-01-05,18,18.0,16.0,4.0,2.0,2.0,0.8889,0.25,0.5,1.0,0.1111
referral,mobile,2024-01-05,35,35.0,25.0,3.0,1.0,1.0,0.7143,0.12,0.3333,1.0,0.0286
referral,tablet,2024-01-05,2,2.0,1.0,0.0,0.0,0.0,0.5,0.0,,,0.0
email,desktop,2024-01-04,18,18.0,14.0,6.0,4.0,3.0,0.7778,0.4286,0.6667,0.75,0.1667
email,mobile,2024-01-04,60,60.0,49.0,17.0,5.0,5.0,0.8167,0.3469,0.2941,1.0,0.0833
organic,desktop,2024-01-04,89,89.0,70.0,19.0,6.0,6.0,0.7865,0.2714,0.3158,1.0,0.0674
organic,mobile,2024-01-04,223,223.0,190.0,63.0,33.0,30.0,0.852,0.3316,0.5238,0.9091,0.1345
organic,tablet,2024-01-04,23,23.0,17.0,3.0,0.0,0.0,0.7391,0.1765,0.0,,0.0
paid,desktop,2024-01-04,64,64.0,56.0,16.0,7.0,6.0,0.875,0.2857,0.4375,0.8571,0.0938
paid,mobile,2024-01-04,177,177.0,149.0,48.0,26.0,24.0,0.8418,0.3221,0.5417,0.9231,0.1356
paid,tablet,2024-01-04,13,13.0,13.0,6.0,2.0,2.0,1.0,0.4615,0.3333,1.0,0.1538
referral,desktop,2024-01-04,15,15.0,14.0,6.0,4.0,4.0,0.9333,0.4286,0.6667,1.0,0.2667
referral,mobile,2024-01-04,47,47.0,39.0,13.0,4.0,3.0,0.8298,0.3333,0.3077,0.75,0.0638
referral,tablet,2024-01-04,1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,,0.0
email,desktop,2024-01-03,29,29.0,22.0,7.0,5.0,5.0,0.7586,0.3182,0.7143,1.0,0.1724
email,mobile,2024-01-03,52,52.0,39.0,12.0,4.0,4.0,0.75,0.3077,0.3333,1.0,0.0769
email,tablet,2024-01-03,9,9.0,7.0,2.0,1.0,1.0,0.7778,0.2857,0.5,1.0,0.1111
organic,desktop,2024-01-03,87,87.0,65.0,16.0,10.0,10.0,0.7471,0.2462,0.625,1.0,0.1149
organic,mobile,2024-01-03,233,233.0,193.0,56.0,19.0,19.0,0.8283,0.2902,0.3393,1.0,0.0815
organic,tablet,2024-01-03,18,18.0,16.0,7.0,5.0,4.0,0.8889,0.4375,0.7143,0.8,0.2222
paid,desktop,2024-01-03,68,68.0,53.0,16.0,10.0,8.0,0.7794,0.3019,0.625,0.8,0.1176
paid,mobile,2024-01-03,191,191.0,153.0,56.0,34.0,29.0,0.801,0.366,0.6071,0.8529,0.1518
paid,tablet,2024-01-03,17,17.0,12.0,2.0,1.0,1.0,0.7059,0.1667,0.5,1.0,0.0588
referral,desktop,2024-01-03,15,15.0,13.0,6.0,3.0,3.0,0.8667,0.4615,0.5,1.0,0.2
referral,mobile,2024-01-03,42,42.0,34.0,6.0,2.0,1.0,0.8095,0.1765,0.3333,0.5,0.0238
